Geographic Area(s),Year(s),Age Group/Status,Test Type,Blood Lead Reference Value,Number of Children Tested,Number of Children with an EBLL,Percent of Children Tested with an EBLL
49690,2018,All Children <6,All Test Types,5,105,0,0
49690,2019,All Children <6,All Test Types,3.5,88,0,0
49690,2019,All Children <6,All Test Types,5,88,0,0
49690,2020,All Children <6,All Test Types,3.5,81,0,0
49690,2020,All Children <6,All Test Types,5,81,0,0
49690**,2021,All Children <6,All Test Types,3.5,56,,Suppressed
49690,2021,All Children <6,All Test Types,5,56,0,0
49690**,2022,All Children <6,All Test Types,3.5,68,,Suppressed
49690,2022,All Children <6,All Test Types,5,68,0,0
49690,2023,All Children <6,All Test Types,3.5,76,0,0
49690,2023,All Children <6,All Test Types,5,76,0,0
49690,2024,All Children <6,All Test Types,3.5,74,0,0
49690,2024,All Children <6,All Test Types,5,74,0,0
49696,2010,All Children <6,All Test Types,3.5,,0,0
49696,2010,All Children <6,All Test Types,5,,0,0
49696,2011,All Children <6,All Test Types,3.5,,0,0
49696,2011,All Children <6,All Test Types,5,,0,0
49696,2012,All Children <6,All Test Types,3.5,11,0,0
49696,2012,All Children <6,All Test Types,5,11,0,0
49696,2013,All Children <6,All Test Types,3.5,9,0,0
49696,2013,All Children <6,All Test Types,5,9,0,0
49696,2014,All Children <6,All Test Types,3.5,18,0,0
49696,2014,All Children <6,All Test Types,5,18,0,0
49696**,2015,All Children <6,All Test Types,3.5,12,,Suppressed
49696**,2015,All Children <6,All Test Types,5,12,,Suppressed
49696,2016,All Children <6,All Test Types,3.5,88,6,6.8
49696**,2016,All Children <6,All Test Types,5,88,,Suppressed
49696**,2017,All Children <6,All Test Types,3.5,141,,Suppressed
49696**,2017,All Children <6,All Test Types,5,141,,Suppressed
49696**,2018,All Children <6,All Test Types,3.5,133,,Suppressed
49696,2018,All Children <6,All Test Types,5,133,0,0
49696**,2019,All Children <6,All Test Types,3.5,132,,Suppressed
49696,2019,All Children <6,All Test Types,5,132,0,0
49696**,2020,All Children <6,All Test Types,3.5,98,,Suppressed
49696**,2020,All Children <6,All Test Types,5,98,,Suppressed
49696**,2021,All Children <6,All Test Types,3.5,88,,Suppressed
49696,2021,All Children <6,All Test Types,5,88,0,0
49696**,2022,All Children <6,All Test Types,3.5,142,,Suppressed
49696,2022,All Children <6,All Test Types,5,142,0,0
49696,2023,All Children <6,All Test Types,3.5,126,0,0
49696,2023,All Children <6,All Test Types,5,126,0,0
49696**,2024,All Children <6,All Test Types,3.5,112,,Suppressed
49696,2024,All Children <6,All Test Types,5,112,0,0
49701,2010,All Children <6,All Test Types,3.5,8,0,0
49701,2010,All Children <6,All Test Types,5,8,0,0
49701,2011,All Children <6,All Test Types,3.5,14,0,0
49701,2011,All Children <6,All Test Types,5,14,0,0
49701,2012,All Children <6,All Test Types,3.5,9,0,0
49701,2012,All Children <6,All Test Types,5,9,0,0
49701,2013,All Children <6,All Test Types,3.5,9,0,0
49701,2013,All Children <6,All Test Types,5,9,0,0
49701**,2014,All Children <6,All Test Types,3.5,14,,Suppressed
49701**,2014,All Children <6,All Test Types,5,14,,Suppressed
49701,2015,All Children <6,All Test Types,3.5,7,0,0
49701,2015,All Children <6,All Test Types,5,7,0,0
49701,2016,All Children <6,All Test Types,3.5,6,0,0
49701,2016,All Children <6,All Test Types,5,6,0,0
49701,2017,All Children <6,All Test Types,3.5,6,0,0
49701,2017,All Children <6,All Test Types,5,6,0,0
49701,2018,All Children <6,All Test Types,3.5,12,0,0
49701,2018,All Children <6,All Test Types,5,12,0,0
49701,2019,All Children <6,All Test Types,3.5,,0,0
49701,2019,All Children <6,All Test Types,5,,0,0
49701**,2020,All Children <6,All Test Types,3.5,0,0,Suppressed
49701**,2020,All Children <6,All Test Types,5,0,0,Suppressed
49701,2021,All Children <6,All Test Types,3.5,6,0,0
49701,2021,All Children <6,All Test Types,5,6,0,0
49701,2022,All Children <6,All Test Types,3.5,7,0,0
49701,2022,All Children <6,All Test Types,5,7,0,0
49701,2023,All Children <6,All Test Types,3.5,7,0,0
49701,2023,All Children <6,All Test Types,5,7,0,0
49701,2024,All Children <6,All Test Types,3.5,7,0,0
49701,2024,All Children <6,All Test Types,5,7,0,0
49705,2010,All Children <6,All Test Types,3.5,11,0,0
49705,2010,All Children <6,All Test Types,5,11,0,0
49705,2011,All Children <6,All Test Types,3.5,7,0,0
49705,2011,All Children <6,All Test Types,5,7,0,0
49705,2012,All Children <6,All Test Types,3.5,7,0,0
49705,2012,All Children <6,All Test Types,5,7,0,0
49705,2013,All Children <6,All Test Types,3.5,10,0,0
49705,2013,All Children <6,All Test Types,5,10,0,0
49705,2014,All Children <6,All Test Types,3.5,11,0,0
49705,2014,All Children <6,All Test Types,5,11,0,0
49705,2015,All Children <6,All Test Types,3.5,6,0,0
49705,2015,All Children <6,All Test Types,5,6,0,0
49705,2016,All Children <6,All Test Types,3.5,9,0,0
49705,2016,All Children <6,All Test Types,5,9,0,0
49705**,2017,All Children <6,All Test Types,3.5,10,,Suppressed
49705,2017,All Children <6,All Test Types,5,10,0,0
49705,2018,All Children <6,All Test Types,3.5,9,0,0
49705,2018,All Children <6,All Test Types,5,9,0,0
49705,2019,All Children <6,All Test Types,3.5,7,0,0
49705,2019,All Children <6,All Test Types,5,7,0,0
49705,2020,All Children <6,All Test Types,3.5,,0,0
49705,2020,All Children <6,All Test Types,5,,0,0
49705**,2021,All Children <6,All Test Types,3.5,,,Suppressed
49705**,2021,All Children <6,All Test Types,5,,,Suppressed
49705,2022,All Children <6,All Test Types,3.5,,0,0
49705,2022,All Children <6,All Test Types,5,,0,0
49705**,2023,All Children <6,All Test Types,3.5,10,,Suppressed
49705**,2023,All Children <6,All Test Types,5,10,,Suppressed
49705,2024,All Children <6,All Test Types,3.5,8,0,0
49705,2024,All Children <6,All Test Types,5,8,0,0
49706**,2010,All Children <6,All Test Types,3.5,59,,Suppressed
49706**,2010,All Children <6,All Test Types,5,59,,Suppressed
49706**,2011,All Children <6,All Test Types,3.5,43,,Suppressed
49706,2011,All Children <6,All Test Types,5,43,0,0
49706**,2012,All Children <6,All Test Types,3.5,52,,Suppressed
49706,2012,All Children <6,All Test Types,5,52,0,0
49706**,2013,All Children <6,All Test Types,3.5,56,,Suppressed
49706,2013,All Children <6,All Test Types,5,56,0,0
49706,2014,All Children <6,All Test Types,3.5,80,0,0
49706,2014,All Children <6,All Test Types,5,80,0,0
49706,2015,All Children <6,All Test Types,3.5,60,0,0
49706,2015,All Children <6,All Test Types,5,60,0,0
49706,2016,All Children <6,All Test Types,3.5,62,0,0
49706,2016,All Children <6,All Test Types,5,62,0,0
49706,2017,All Children <6,All Test Types,3.5,65,0,0
49706,2017,All Children <6,All Test Types,5,65,0,0
49706**,2018,All Children <6,All Test Types,3.5,51,,Suppressed
49706,2018,All Children <6,All Test Types,5,51,0,0
49706,2019,All Children <6,All Test Types,3.5,58,0,0
49706,2019,All Children <6,All Test Types,5,58,0,0
49706,2020,All Children <6,All Test Types,3.5,18,0,0
49706,2020,All Children <6,All Test Types,5,18,0,0
49706**,2021,All Children <6,All Test Types,3.5,74,,Suppressed
49706,2021,All Children <6,All Test Types,5,74,0,0
49706**,2022,All Children <6,All Test Types,3.5,49,,Suppressed
49706**,2022,All Children <6,All Test Types,5,49,,Suppressed
49706**,2023,All Children <6,All Test Types,3.5,40,,Suppressed
49706,2023,All Children <6,All Test Types,5,40,0,0
49706**,2024,All Children <6,All Test Types,3.5,58,,Suppressed
49706**,2024,All Children <6,All Test Types,5,58,,Suppressed
49707,2010,All Children <6,All Test Types,3.5,296,21,7.1
49707,2010,All Children <6,All Test Types,5,296,10,3.4
49707,2011,All Children <6,All Test Types,3.5,241,9,3.7
49707,2011,All Children <6,All Test Types,5,241,6,2.5
49707,2012,All Children <6,All Test Types,3.5,235,15,6.4
49707,2012,All Children <6,All Test Types,5,235,8,3.4
49707,2013,All Children <6,All Test Types,3.5,236,12,5.1
49707,2013,All Children <6,All Test Types,5,236,6,2.5
49707,2014,All Children <6,All Test Types,3.5,205,10,4.9
49707,2014,All Children <6,All Test Types,5,205,8,3.9
49707,2015,All Children <6,All Test Types,3.5,204,9,4.4
49707**,2015,All Children <6,All Test Types,5,204,,Suppressed
49707,2016,All Children <6,All Test Types,3.5,272,12,4.4
49707**,2016,All Children <6,All Test Types,5,272,,Suppressed
49707,2017,All Children <6,All Test Types,3.5,235,13,5.5
49707**,2017,All Children <6,All Test Types,5,235,,Suppressed
49707,2018,All Children <6,All Test Types,3.5,253,6,2.4
49707,2018,All Children <6,All Test Types,5,253,6,2.4
49707,2019,All Children <6,All Test Types,3.5,301,12,4
49707**,2019,All Children <6,All Test Types,5,301,,Suppressed
49707**,2020,All Children <6,All Test Types,3.5,165,,Suppressed
49707**,2020,All Children <6,All Test Types,5,165,,Suppressed
49707,2021,All Children <6,All Test Types,3.5,200,10,5
49707**,2021,All Children <6,All Test Types,5,200,,Suppressed
49707,2022,All Children <6,All Test Types,3.5,282,10,3.5
49707**,2022,All Children <6,All Test Types,5,282,,Suppressed
49707,2023,All Children <6,All Test Types,3.5,363,17,4.7
49707,2023,All Children <6,All Test Types,5,363,8,2.2
49707,2024,All Children <6,All Test Types,3.5,306,11,3.6
49707,2024,All Children <6,All Test Types,5,306,7,2.3
49709**,2010,All Children <6,All Test Types,3.5,33,,Suppressed
49709**,2010,All Children <6,All Test Types,5,33,,Suppressed
49709**,2011,All Children <6,All Test Types,3.5,39,,Suppressed
49709**,2011,All Children <6,All Test Types,5,39,,Suppressed
49709**,2012,All Children <6,All Test Types,3.5,31,,Suppressed
49709**,2012,All Children <6,All Test Types,5,31,,Suppressed
49709**,2013,All Children <6,All Test Types,3.5,31,,Suppressed
49709,2013,All Children <6,All Test Types,5,31,0,0
49709**,2014,All Children <6,All Test Types,3.5,23,,Suppressed
49709,2014,All Children <6,All Test Types,5,23,0,0
49709,2015,All Children <6,All Test Types,3.5,26,0,0
49709,2015,All Children <6,All Test Types,5,26,0,0
49709,2016,All Children <6,All Test Types,3.5,24,0,0
49709,2016,All Children <6,All Test Types,5,24,0,0
49709,2017,All Children <6,All Test Types,3.5,24,0,0
49709,2017,All Children <6,All Test Types,5,24,0,0
49709,2018,All Children <6,All Test Types,3.5,29,0,0
49709,2018,All Children <6,All Test Types,5,29,0,0
49709**,2019,All Children <6,All Test Types,3.5,40,,Suppressed
49709,2019,All Children <6,All Test Types,5,40,0,0
49709**,2020,All Children <6,All Test Types,3.5,8,,Suppressed
49709,2020,All Children <6,All Test Types,5,8,0,0
49709,2021,All Children <6,All Test Types,3.5,15,0,0
49709,2021,All Children <6,All Test Types,5,15,0,0
49709,2022,All Children <6,All Test Types,3.5,34,0,0
49709,2022,All Children <6,All Test Types,5,34,0,0
49709**,2023,All Children <6,All Test Types,3.5,36,,Suppressed
49709,2023,All Children <6,All Test Types,5,36,0,0
49709,2024,All Children <6,All Test Types,3.5,23,0,0
49709,2024,All Children <6,All Test Types,5,23,0,0
49710,2010,All Children <6,All Test Types,3.5,,0,0
49710,2010,All Children <6,All Test Types,5,,0,0
49710,2011,All Children <6,All Test Types,3.5,,0,0
49710,2011,All Children <6,All Test Types,5,,0,0
49710,2012,All Children <6,All Test Types,3.5,,0,0
49710,2012,All Children <6,All Test Types,5,,0,0
49710,2013,All Children <6,All Test Types,3.5,,0,0
49710,2013,All Children <6,All Test Types,5,,0,0
49710,2014,All Children <6,All Test Types,3.5,,0,0
49710,2014,All Children <6,All Test Types,5,,0,0
49710,2015,All Children <6,All Test Types,3.5,,0,0
49710,2015,All Children <6,All Test Types,5,,0,0
49710,2016,All Children <6,All Test Types,3.5,,0,0
49710,2016,All Children <6,All Test Types,5,,0,0
49710,2017,All Children <6,All Test Types,3.5,,0,0
49710,2017,All Children <6,All Test Types,5,,0,0
49710,2018,All Children <6,All Test Types,3.5,,0,0
49710,2018,All Children <6,All Test Types,5,,0,0
49710,2019,All Children <6,All Test Types,3.5,,0,0
49710,2019,All Children <6,All Test Types,5,,0,0
49710,2020,All Children <6,All Test Types,3.5,,0,0
49710,2020,All Children <6,All Test Types,5,,0,0
49710**,2021,All Children <6,All Test Types,3.5,0,0,Suppressed
49710**,2021,All Children <6,All Test Types,5,0,0,Suppressed
49710**,2022,All Children <6,All Test Types,3.5,0,0,Suppressed
49710**,2022,All Children <6,All Test Types,5,0,0,Suppressed
49710**,2023,All Children <6,All Test Types,3.5,,,Suppressed
49710,2023,All Children <6,All Test Types,5,,0,0
49710,2024,All Children <6,All Test Types,3.5,,0,0
49710,2024,All Children <6,All Test Types,5,,0,0
49712**,2010,All Children <6,All Test Types,3.5,83,,Suppressed
49712,2010,All Children <6,All Test Types,5,83,0,0
49712,2011,All Children <6,All Test Types,3.5,85,0,0
49712,2011,All Children <6,All Test Types,5,85,0,0
49712,2012,All Children <6,All Test Types,3.5,96,7,7.3
49712**,2012,All Children <6,All Test Types,5,96,,Suppressed
49712**,2013,All Children <6,All Test Types,3.5,107,,Suppressed
49712**,2013,All Children <6,All Test Types,5,107,,Suppressed
49712**,2014,All Children <6,All Test Types,3.5,92,,Suppressed
49712**,2014,All Children <6,All Test Types,5,92,,Suppressed
49712,2015,All Children <6,All Test Types,3.5,87,0,0
49712,2015,All Children <6,All Test Types,5,87,0,0
49712**,2016,All Children <6,All Test Types,3.5,76,,Suppressed
49712,2016,All Children <6,All Test Types,5,76,0,0
49712,2017,All Children <6,All Test Types,3.5,92,0,0
49712,2017,All Children <6,All Test Types,5,92,0,0
49712**,2018,All Children <6,All Test Types,3.5,59,,Suppressed
49712,2018,All Children <6,All Test Types,5,59,0,0
49712**,2019,All Children <6,All Test Types,3.5,72,,Suppressed
49712**,2019,All Children <6,All Test Types,5,72,,Suppressed
49712**,2020,All Children <6,All Test Types,3.5,21,,Suppressed
49712,2020,All Children <6,All Test Types,5,21,0,0
49712**,2021,All Children <6,All Test Types,3.5,86,,Suppressed
49712,2021,All Children <6,All Test Types,5,86,0,0
49712,2022,All Children <6,All Test Types,3.5,53,0,0
49712,2022,All Children <6,All Test Types,5,53,0,0
49712,2023,All Children <6,All Test Types,3.5,63,0,0
49712,2023,All Children <6,All Test Types,5,63,0,0
49712,2024,All Children <6,All Test Types,3.5,79,6,7.6
49712**,2024,All Children <6,All Test Types,5,79,,Suppressed
49713,2010,All Children <6,All Test Types,3.5,13,0,0
49713,2010,All Children <6,All Test Types,5,13,0,0
49713,2011,All Children <6,All Test Types,3.5,19,0,0
49713,2011,All Children <6,All Test Types,5,19,0,0
49713,2012,All Children <6,All Test Types,3.5,24,0,0
49713,2012,All Children <6,All Test Types,5,24,0,0
49713,2013,All Children <6,All Test Types,3.5,26,0,0
49713,2013,All Children <6,All Test Types,5,26,0,0
49713,2014,All Children <6,All Test Types,3.5,26,0,0
49713,2014,All Children <6,All Test Types,5,26,0,0
49713,2015,All Children <6,All Test Types,3.5,24,0,0
49713,2015,All Children <6,All Test Types,5,24,0,0
49713,2016,All Children <6,All Test Types,3.5,15,0,0
49713,2016,All Children <6,All Test Types,5,15,0,0
49713,2017,All Children <6,All Test Types,3.5,29,0,0
49713,2017,All Children <6,All Test Types,5,29,0,0
49713,2018,All Children <6,All Test Types,3.5,22,0,0
49713,2018,All Children <6,All Test Types,5,22,0,0
49713,2019,All Children <6,All Test Types,3.5,22,0,0
49713,2019,All Children <6,All Test Types,5,22,0,0
49713,2020,All Children <6,All Test Types,3.5,6,0,0
49713,2020,All Children <6,All Test Types,5,6,0,0
49713,2021,All Children <6,All Test Types,3.5,26,0,0
49713,2021,All Children <6,All Test Types,5,26,0,0
49713,2022,All Children <6,All Test Types,3.5,12,0,0
49713,2022,All Children <6,All Test Types,5,12,0,0
49713,2023,All Children <6,All Test Types,3.5,23,0,0
49713,2023,All Children <6,All Test Types,5,23,0,0
49713,2024,All Children <6,All Test Types,3.5,22,0,0
49713,2024,All Children <6,All Test Types,5,22,0,0
49715**,2010,All Children <6,All Test Types,3.5,60,,Suppressed
49715**,2010,All Children <6,All Test Types,5,60,,Suppressed
49715,2011,All Children <6,All Test Types,3.5,60,0,0
49715,2011,All Children <6,All Test Types,5,60,0,0
49715**,2012,All Children <6,All Test Types,3.5,46,,Suppressed
49715**,2012,All Children <6,All Test Types,5,46,,Suppressed
49715**,2013,All Children <6,All Test Types,3.5,41,,Suppressed
49715,2013,All Children <6,All Test Types,5,41,0,0
49715**,2014,All Children <6,All Test Types,3.5,45,,Suppressed
49715**,2014,All Children <6,All Test Types,5,45,,Suppressed
49715**,2015,All Children <6,All Test Types,3.5,36,,Suppressed
49715**,2015,All Children <6,All Test Types,5,36,,Suppressed
49715**,2016,All Children <6,All Test Types,3.5,29,,Suppressed
49715**,2016,All Children <6,All Test Types,5,29,,Suppressed
49715**,2017,All Children <6,All Test Types,3.5,34,,Suppressed
49715**,2017,All Children <6,All Test Types,5,34,,Suppressed
49715,2018,All Children <6,All Test Types,3.5,31,0,0
49715,2018,All Children <6,All Test Types,5,31,0,0
49715,2019,All Children <6,All Test Types,3.5,25,0,0
49715,2019,All Children <6,All Test Types,5,25,0,0
49715,2020,All Children <6,All Test Types,3.5,19,0,0
49715,2020,All Children <6,All Test Types,5,19,0,0
49715,2021,All Children <6,All Test Types,3.5,16,0,0
49715,2021,All Children <6,All Test Types,5,16,0,0
49715,2022,All Children <6,All Test Types,3.5,33,0,0
49715,2022,All Children <6,All Test Types,5,33,0,0
49715,2023,All Children <6,All Test Types,3.5,32,0,0
49715,2023,All Children <6,All Test Types,5,32,0,0
49715,2024,All Children <6,All Test Types,3.5,26,0,0
49715,2024,All Children <6,All Test Types,5,26,0,0
49716,2010,All Children <6,All Test Types,3.5,,0,0
49716,2010,All Children <6,All Test Types,5,,0,0
49716**,2011,All Children <6,All Test Types,3.5,,,Suppressed
49716,2011,All Children <6,All Test Types,5,,0,0
49716,2012,All Children <6,All Test Types,3.5,,0,0
49716,2012,All Children <6,All Test Types,5,,0,0
49716,2013,All Children <6,All Test Types,3.5,,0,0
49716,2013,All Children <6,All Test Types,5,,0,0
49716,2014,All Children <6,All Test Types,3.5,,0,0
49716,2014,All Children <6,All Test Types,5,,0,0
49716,2015,All Children <6,All Test Types,3.5,,0,0
49716,2015,All Children <6,All Test Types,5,,0,0
49716,2016,All Children <6,All Test Types,3.5,,0,0
49716,2016,All Children <6,All Test Types,5,,0,0
49716**,2017,All Children <6,All Test Types,3.5,0,0,Suppressed
49716**,2017,All Children <6,All Test Types,5,0,0,Suppressed
49716,2018,All Children <6,All Test Types,3.5,,0,0
49716,2018,All Children <6,All Test Types,5,,0,0
49716,2019,All Children <6,All Test Types,3.5,7,0,0
49716,2019,All Children <6,All Test Types,5,7,0,0
49716,2020,All Children <6,All Test Types,3.5,,0,0
49716,2020,All Children <6,All Test Types,5,,0,0
49716,2021,All Children <6,All Test Types,3.5,,0,0
49716,2021,All Children <6,All Test Types,5,,0,0
49716,2022,All Children <6,All Test Types,3.5,,0,0
49716,2022,All Children <6,All Test Types,5,,0,0
49716,2023,All Children <6,All Test Types,3.5,,0,0
49716,2023,All Children <6,All Test Types,5,,0,0
49716**,2024,All Children <6,All Test Types,3.5,,,Suppressed
49716,2024,All Children <6,All Test Types,5,,0,0
49717,2010,All Children <6,All Test Types,3.5,,0,0
49717,2010,All Children <6,All Test Types,5,,0,0
49717,2012,All Children <6,All Test Types,3.5,,0,0
49717,2012,All Children <6,All Test Types,5,,0,0
49717,2019,All Children <6,All Test Types,3.5,,0,0
49717,2019,All Children <6,All Test Types,5,,0,0
49717,2021,All Children <6,All Test Types,3.5,,0,0
49717,2021,All Children <6,All Test Types,5,,0,0
49718,2010,All Children <6,All Test Types,3.5,,0,0
49718,2010,All Children <6,All Test Types,5,,0,0
49718,2011,All Children <6,All Test Types,3.5,6,0,0
49718,2011,All Children <6,All Test Types,5,6,0,0
49718,2012,All Children <6,All Test Types,3.5,8,0,0
49718,2012,All Children <6,All Test Types,5,8,0,0
49718,2013,All Children <6,All Test Types,3.5,11,0,0
49718,2013,All Children <6,All Test Types,5,11,0,0
49718,2014,All Children <6,All Test Types,3.5,,0,0
49718,2014,All Children <6,All Test Types,5,,0,0
49718,2015,All Children <6,All Test Types,3.5,6,0,0
49718,2015,All Children <6,All Test Types,5,6,0,0
49718**,2016,All Children <6,All Test Types,3.5,,,Suppressed
49718,2016,All Children <6,All Test Types,5,,0,0
49718**,2017,All Children <6,All Test Types,3.5,8,,Suppressed
49718**,2017,All Children <6,All Test Types,5,8,,Suppressed
49718,2018,All Children <6,All Test Types,3.5,6,0,0
49718,2018,All Children <6,All Test Types,5,6,0,0
49718,2019,All Children <6,All Test Types,3.5,,0,0
49718,2019,All Children <6,All Test Types,5,,0,0
49718,2020,All Children <6,All Test Types,3.5,,0,0
49718,2020,All Children <6,All Test Types,5,,0,0
49718,2021,All Children <6,All Test Types,3.5,,0,0
49718,2021,All Children <6,All Test Types,5,,0,0
49718**,2022,All Children <6,All Test Types,3.5,0,0,Suppressed
49718**,2022,All Children <6,All Test Types,5,0,0,Suppressed
49718,2023,All Children <6,All Test Types,3.5,,0,0
49718,2023,All Children <6,All Test Types,5,,0,0
49718,2024,All Children <6,All Test Types,3.5,,0,0
49718,2024,All Children <6,All Test Types,5,,0,0
49719,2010,All Children <6,All Test Types,3.5,9,0,0
49719,2010,All Children <6,All Test Types,5,9,0,0
49719**,2011,All Children <6,All Test Types,3.5,12,,Suppressed
49719**,2011,All Children <6,All Test Types,5,12,,Suppressed
49719,2012,All Children <6,All Test Types,3.5,9,0,0
49719,2012,All Children <6,All Test Types,5,9,0,0
49719**,2013,All Children <6,All Test Types,3.5,18,,Suppressed
49719**,2013,All Children <6,All Test Types,5,18,,Suppressed
49719,2014,All Children <6,All Test Types,3.5,9,0,0
49719,2014,All Children <6,All Test Types,5,9,0,0
49719**,2015,All Children <6,All Test Types,3.5,18,,Suppressed
49719**,2015,All Children <6,All Test Types,5,18,,Suppressed
49719**,2016,All Children <6,All Test Types,3.5,13,,Suppressed
49719,2016,All Children <6,All Test Types,5,13,0,0
49719**,2017,All Children <6,All Test Types,3.5,11,,Suppressed
49719,2017,All Children <6,All Test Types,5,11,0,0
49719,2018,All Children <6,All Test Types,3.5,12,0,0
49719,2018,All Children <6,All Test Types,5,12,0,0
49719,2019,All Children <6,All Test Types,3.5,12,0,0
49719,2019,All Children <6,All Test Types,5,12,0,0
49719**,2020,All Children <6,All Test Types,3.5,10,,Suppressed
49719,2020,All Children <6,All Test Types,5,10,0,0
49719,2021,All Children <6,All Test Types,3.5,6,0,0
49719,2021,All Children <6,All Test Types,5,6,0,0
49719,2022,All Children <6,All Test Types,3.5,,0,0
49719,2022,All Children <6,All Test Types,5,,0,0
49719,2023,All Children <6,All Test Types,3.5,7,0,0
49719,2023,All Children <6,All Test Types,5,7,0,0
49719,2024,All Children <6,All Test Types,3.5,14,0,0
49719,2024,All Children <6,All Test Types,5,14,0,0
49720**,2010,All Children <6,All Test Types,3.5,63,,Suppressed
49720**,2010,All Children <6,All Test Types,5,63,,Suppressed
49720**,2011,All Children <6,All Test Types,3.5,83,,Suppressed
49720**,2011,All Children <6,All Test Types,5,83,,Suppressed
49720**,2012,All Children <6,All Test Types,3.5,88,,Suppressed
49720**,2012,All Children <6,All Test Types,5,88,,Suppressed
49720**,2013,All Children <6,All Test Types,3.5,97,,Suppressed
49720**,2013,All Children <6,All Test Types,5,97,,Suppressed
49720**,2014,All Children <6,All Test Types,3.5,93,,Suppressed
49720,2014,All Children <6,All Test Types,5,93,0,0
49720,2015,All Children <6,All Test Types,3.5,69,0,0
49720,2015,All Children <6,All Test Types,5,69,0,0
49720**,2016,All Children <6,All Test Types,3.5,106,,Suppressed
49720,2016,All Children <6,All Test Types,5,106,0,0
49720**,2017,All Children <6,All Test Types,3.5,76,,Suppressed
49720**,2017,All Children <6,All Test Types,5,76,,Suppressed
49720,2018,All Children <6,All Test Types,3.5,80,0,0
49720,2018,All Children <6,All Test Types,5,80,0,0
49720,2019,All Children <6,All Test Types,3.5,69,0,0
49720,2019,All Children <6,All Test Types,5,69,0,0
49720,2020,All Children <6,All Test Types,3.5,14,0,0
49720,2020,All Children <6,All Test Types,5,14,0,0
49720,2021,All Children <6,All Test Types,3.5,86,0,0
49720,2021,All Children <6,All Test Types,5,86,0,0
49720**,2022,All Children <6,All Test Types,3.5,47,,Suppressed
49720**,2022,All Children <6,All Test Types,5,47,,Suppressed
49720**,2023,All Children <6,All Test Types,3.5,68,,Suppressed
49720,2023,All Children <6,All Test Types,5,68,0,0
49720**,2024,All Children <6,All Test Types,3.5,59,,Suppressed
49720**,2024,All Children <6,All Test Types,5,59,,Suppressed
49721,2010,All Children <6,All Test Types,3.5,116,7,6
49721**,2010,All Children <6,All Test Types,5,116,,Suppressed
49721,2011,All Children <6,All Test Types,3.5,134,6,4.5
49721**,2011,All Children <6,All Test Types,5,134,,Suppressed
49721,2012,All Children <6,All Test Types,3.5,154,12,7.8
49721**,2012,All Children <6,All Test Types,5,154,,Suppressed
49721,2013,All Children <6,All Test Types,3.5,164,8,4.9
49721**,2013,All Children <6,All Test Types,5,164,,Suppressed
49721,2014,All Children <6,All Test Types,3.5,166,7,4.2
49721**,2014,All Children <6,All Test Types,5,166,,Suppressed
49721**,2015,All Children <6,All Test Types,3.5,125,,Suppressed
49721**,2015,All Children <6,All Test Types,5,125,,Suppressed
49721**,2016,All Children <6,All Test Types,3.5,172,,Suppressed
49721,2016,All Children <6,All Test Types,5,172,0,0
49721,2017,All Children <6,All Test Types,3.5,165,7,4.2
49721**,2017,All Children <6,All Test Types,5,165,,Suppressed
49721**,2018,All Children <6,All Test Types,3.5,149,,Suppressed
49721,2018,All Children <6,All Test Types,5,149,0,0
49721**,2019,All Children <6,All Test Types,3.5,130,,Suppressed
49721**,2019,All Children <6,All Test Types,5,130,,Suppressed
49721**,2020,All Children <6,All Test Types,3.5,33,,Suppressed
49721**,2020,All Children <6,All Test Types,5,33,,Suppressed
49721**,2021,All Children <6,All Test Types,3.5,42,,Suppressed
49721**,2021,All Children <6,All Test Types,5,42,,Suppressed
49721**,2022,All Children <6,All Test Types,3.5,67,,Suppressed
49721**,2022,All Children <6,All Test Types,5,67,,Suppressed
49721**,2023,All Children <6,All Test Types,3.5,132,,Suppressed
49721**,2023,All Children <6,All Test Types,5,132,,Suppressed
49721**,2024,All Children <6,All Test Types,3.5,140,,Suppressed
49721**,2024,All Children <6,All Test Types,5,140,,Suppressed
49722,2010,All Children <6,All Test Types,3.5,,0,0
49722,2010,All Children <6,All Test Types,5,,0,0
49722,2011,All Children <6,All Test Types,3.5,,0,0
49722,2011,All Children <6,All Test Types,5,,0,0
49722,2012,All Children <6,All Test Types,3.5,,0,0
49722,2012,All Children <6,All Test Types,5,,0,0
49722**,2013,All Children <6,All Test Types,3.5,,,Suppressed
49722**,2013,All Children <6,All Test Types,5,,,Suppressed
49722,2014,All Children <6,All Test Types,3.5,,0,0
49722,2014,All Children <6,All Test Types,5,,0,0
49722,2015,All Children <6,All Test Types,3.5,,0,0
49722,2015,All Children <6,All Test Types,5,,0,0
49722,2016,All Children <6,All Test Types,3.5,,0,0
49722,2016,All Children <6,All Test Types,5,,0,0
49722,2017,All Children <6,All Test Types,3.5,,0,0
49722,2017,All Children <6,All Test Types,5,,0,0
49722,2018,All Children <6,All Test Types,3.5,,0,0
49722,2018,All Children <6,All Test Types,5,,0,0
49722**,2019,All Children <6,All Test Types,3.5,0,0,Suppressed
49722**,2019,All Children <6,All Test Types,5,0,0,Suppressed
49722,2021,All Children <6,All Test Types,3.5,,0,0
49722,2021,All Children <6,All Test Types,5,,0,0
49722,2024,All Children <6,All Test Types,3.5,,0,0
49722,2024,All Children <6,All Test Types,5,,0,0
